tanggal_nabung,nama_goal,target_nominal,nominal_nabung,total_terkumpul,sisa_target
5/11/2024,,87840000,40000,35480000,52360000
3/31/2022,Beli iPad/Tablet Nugas,8920000,,3000000,5920000
8/27/2021,Monitor External,1330000,80000,1010000,320000
1/6/2020,Naik Gunung (Semeru/Rinjani),2160000,250000,250000,1910000
11/10/2021,Langganan Gym,670000,70000,170000,500000
7/10/2020,Beli Hewan Qurban,3660000,700000,720000,2940000
3/8/2022,Liburan ke Bali/Jogja,2360000,100000,170000,2190000
3/17/2021,Kursus Bootcamp IT/Data Science,6750000,50000,2340000,4410000
7/19/2021,,24690000,40000,24680000,10000
2/6/2022,Upgrade HP Baru,12260000,40000,830000,11430000
8/21/2024,,45570000,100000,37660000,7910000
5/17/2022,Modal Nikah/Tunangan,97510000,99999999,4340000,93170000
3/12/2022,Staycation Bareng Temen,1080000,80000,280000,800000
4/16/2021,Beli iPad/Tablet Nugas,10440000,300000,6810000,3630000
2/13/2022,,10450000,60000,1450000,9000000
2/26/2022,Tiket DWP / Pestapora,1370000,-100000,1370000,0
9/29/2024,Modal Nikah/Tunangan,85960000,,58890000,27070000
10/6/2024,Modal Nikah/Tunangan,89990000,,67870000,22120000
11/12/2021,Dana Darurat,19490000,1700000,16100000,3390000
9/13/2020,,440000,40000,130000,310000
10/6/2021,Kado Ultah Pacar,1110000,400000,400000,710000
8/6/2021,Monitor External,1330000,80000,590000,740000
11/13/2021,Uang Kondangan Temen,330000,,220000,110000
3/6/2024,Modal Nikah/Tunangan,65260000,120000,50820000,14440000
4/3/2022,Modal Nikah/Tunangan,93000000,80000,5250000,87750000
2/11/2022,Beli Domain & Hosting,530000,220000,440000,90000
3/22/2022,Modal Usaha Thrift/F&B,8610000,290000,7390000,1220000
2/10/2022,Beli Kipas Angin/AC Portable,1490000,130000,190000,1300000
8/21/2024,Modal Nikah/Tunangan,97510000,500000,27930000,69580000
11/11/2024,Modal Nikah/Tunangan,73480000,270000,61380000,12100000
5/12/2021,Upgrade HP Baru,13540000,30000,3950000,9590000
7/5/2020,Upgrade HP Baru,7670000,50000,50000,7620000
3/15/2021,Modal Nikah/Tunangan,73480000,50000,1240000,72240000
11/10/2022,Modal Nikah/Tunangan,24510000,80000,18920000,5590000
2/5/2022,Beli Sepatu Sneakers/Running,1370000,,1370000,0
6/11/2020,Beli iPad/Tablet Nugas,11790000,100000,560000,11230000
6/4/2021,Beli Helm Fullface/Cargloss,1170000,20000,20000,1150000
4/14/2020,Modal Nikah/Tunangan,15350000,80000,370000,14980000
7/15/2022,Dana Darurat,7640000,800000,7640000,0
3/28/2022,Modal Nikah/Tunangan,85960000,40000,26400000,59560000
7/25/2020,Rakit PC Gaming,24690000,80000,2310000,22380000
5/22/2021,Modal Nikah/Tunangan,85960000,700000,3830000,82130000
12/5/2024,Modal Nikah/Tunangan,73480000,90000,62190000,11290000
5/18/2021,Rakit PC Gaming,18050000,260000,17070000,980000
6/27/2022,Liburan ke Bali/Jogja,4680000,190000,4340000,340000
3/20/2022,,7500000,10000,6180000,1320000
8/18/2020,Beli Motor Bekas,14020000,99999999,10230000,3790000
7/31/2021,Dana Darurat,14380000,90000,7000000,7380000
3/5/2022,Staycation Bareng Temen,800000,50000,110000,690000
3/11/2022,Top Up Game (MLBB/Genshin/Valo),510000,220000,350000,160000
5/21/2021,Beli Sepeda Lipat/Fixie,2280000,800000,2280000,0
6/25/2020,Beli Emas Antam,8200000,100000,3420000,4780000
5/26/2020,Beli Laptop Skripsi,14420000,160000,2010000,12410000
9/29/2021,Liburan ke Bali/Jogja,3740000,1250000,3740000,0
3/30/2022,Monitor External,2620000,50000,510000,2110000
5/27/2022,Bayar Kosan Tahunan,15130000,30000,5900000,9230000
6/2/2021,Tiket DWP / Pestapora,2290000,-100000,890000,1400000
7/8/2020,Bayar Kosan Tahunan,13940000,220000,220000,13720000
4/25/2021,Kursus Bootcamp IT/Data Science,7350000,100000,5930000,1420000
3/26/2021,Beli Motor Bekas,12310000,1900000,4290000,8020000
10/17/2022,Modal Nikah/Tunangan,85780000,250000,36300000,49480000
2/4/2022,Servis Turun Mesin,1470000,40000,40000,1430000
8/7/2021,DP Motor Baru,3430000,70000,120000,3310000
4/13/2022,Beli Hewan Qurban,3700000,20000,2930000,770000
2/26/2021,Liburan ke Bali/Jogja,6400000,30000,890000,5510000
3/4/2022,Beli iPad/Tablet Nugas,8520000,,7410000,1110000
10/24/2020,Beli Kasur Busa/Springbed,1540000,30000,460000,1080000
3/14/2022,Uang Kondangan Temen,400000,40000,120000,280000
7/14/2020,Dana Darurat,16270000,140000,10710000,5560000
6/4/2021,Rakit PC Gaming,24690000,120000,22320000,2370000
8/22/2024,Modal Nikah/Tunangan,93000000,900000,44300000,48700000
3/5/2022,Tas Ransel Eiger/Consina,680000,680000,680000,0
8/8/2022,Modal Nikah/Tunangan,93000000,,17850000,75150000
12/15/2020,Dana Darurat,3350000,70000,2890000,460000
6/29/2020,Servis Turun Mesin,810000,430000,810000,0
2/13/2022,Beli Sepatu Sneakers/Running,1370000,50000,140000,1230000
8/1/2024,Modal Nikah/Tunangan,45570000,10000,37200000,8370000
9/29/2022,Rakit PC Gaming,21690000,1600000,12850000,8840000
10/15/2020,,3460000,700000,1380000,2080000
4/4/2025,Modal Nikah/Tunangan,87840000,20000,71830000,16010000
4/25/2021,Modal Nikah/Tunangan,85960000,100000,2130000,83830000
3/8/2022,Modal Nikah/Tunangan,24510000,40000,4300000,20210000
4/7/2020,Beli Kipas Angin/AC Portable,800000,220000,800000,0
2/1/2022,Dana Darurat,12120000,1200000,1650000,10470000
7/6/2021,Rakit PC Gaming,24690000,90000,24040000,650000
8/29/2020,Beli Kamera Analog/Mirrorless,4190000,290000,2470000,1720000
5/21/2021,Bayar UKT Semester Depan,3250000,60000,1930000,1320000
2/25/2023,Modal Nikah/Tunangan,97510000,160000,91400000,6110000
2/11/2020,Uang Kondangan Temen,120000,60000,70000,50000
11/26/2021,Bayar UKT Semester Depan,7500000,400000,2800000,4700000
5/2/2022,Beli iPad/Tablet Nugas,6530000,50000,4190000,2340000
3/20/2022,Upgrade HP Baru,3860000,170000,660000,3200000
3/1/2020,Beli Motor Bekas,9610000,20000,2450000,7160000
9/24/2024,Modal Nikah/Tunangan,85960000,70000,78190000,7770000
6/8/2021,Beli Helm Fullface/Cargloss,880000,880000,880000,0
10/30/2020,Beli Emas Antam,8200000,,7890000,310000
9/11/2020,Beli Kasur Busa/Springbed,1620000,60000,960000,660000
5/2/2022,Dana Darurat,12120000,40000,8750000,3370000
3/14/2022,Beli Domain & Hosting,640000,20000,110000,530000
4/25/2021,Beli Emas Antam,2930000,270000,2300000,630000
8/6/2020,Modal Usaha Thrift/F&B,9220000,2000000,7510000,1710000
4/14/2020,Traktir Temen Sidang/Wisuda,500000,240000,500000,0
2/23/2021,Beli Emas Antam,5950000,,1870000,4080000
3/31/2022,Beli Hewan Qurban,2980000,10000,1360000,1620000
7/15/2020,Dekor Kamar Estetik,370000,120000,360000,10000
1/12/2021,Liburan ke Bali/Jogja,5050000,170000,3050000,2000000
9/26/2024,Modal Nikah/Tunangan,89990000,30000,67750000,22240000
6/7/2022,Beli Emas Antam,5160000,10000,4420000,740000
4/22/2022,Servis Turun Mesin,2570000,10000,650000,1920000
3/31/2022,Top Up Game (MLBB/Genshin/Valo),510000,50000,450000,60000
3/22/2021,Modal Nikah/Tunangan,85960000,100000,350000,85610000
1/5/2022,Beli Emas Antam,2830000,40000,1490000,1340000
5/27/2021,Modal Nikah/Tunangan,73480000,70000,3420000,70060000
5/3/2021,Beli Emas Antam,2930000,,2930000,0
7/15/2021,Beli Game Steam/PS,1090000,60000,180000,910000
2/8/2021,Naik Gunung (Semeru/Rinjani),2370000,230000,380000,1990000
12/8/2020,Bayar Kosan Tahunan,11230000,100000,7000000,4230000
3/3/2022,Perpanjang Pajak Kendaraan,630000,50000,450000,180000
1/8/2022,Traktir Temen Sidang/Wisuda,600000,,90000,510000
6/13/2021,Modal Nikah/Tunangan,85960000,30000,4430000,81530000
2/22/2020,Beli Motor Bekas,9610000,20000,2400000,7210000
1/16/2022,Tiket DWP / Pestapora,970000,100000,300000,670000
5/23/2022,Liburan ke Bali/Jogja,6050000,80000,5060000,990000
7/24/2024,Modal Nikah/Tunangan,89990000,30000,37410000,52580000
4/9/2020,Beli Sepeda Lipat/Fixie,1430000,180000,1280000,150000
11/21/2020,Langganan Gym,2180000,20000,580000,1600000
3/1/2021,Beli TWS/Earphone,2130000,10000,1630000,500000
3/28/2022,Beli Kamera Analog/Mirrorless,7430000,60000,6780000,650000
9/6/2020,Langganan Gym,300000,99999999,80000,220000
9/29/2021,DP Motor Baru,6820000,30000,2760000,4060000
3/22/2020,Dana Darurat,16270000,,2390000,13880000
12/17/2022,Modal Nikah/Tunangan,65260000,50000,22950000,42310000
12/19/2024,Modal Nikah/Tunangan,97510000,,33360000,64150000
8/22/2021,Monitor External,2360000,390000,2360000,0
3/3/2022,Kursus Bootcamp IT/Data Science,7030000,1200000,1200000,5830000
5/28/2022,Beli iPad/Tablet Nugas,6530000,70000,6050000,480000
11/26/2022,Rakit PC Gaming,21690000,50000,16040000,5650000
7/11/2021,Staycation Bareng Temen,810000,180000,810000,0
10/8/2022,Modal Nikah/Tunangan,87840000,,25240000,62600000
3/18/2022,Kursus Bootcamp IT/Data Science,7030000,100000,1460000,5570000
5/20/2022,,6540000,80000,6280000,260000
12/17/2020,Modif Motor/Ganti Knalpot,2570000,80000,2160000,410000
3/31/2020,Beli Laptop Skripsi,6410000,140000,1340000,5070000
3/2/2021,Beli Motor Bekas,12310000,,2160000,10150000
3/13/2022,Beli Hewan Qurban,3790000,120000,420000,3370000
5/8/2022,Beli Emas Antam,8800000,40000,8330000,470000
8/8/2020,Langganan Gym,2100000,1300000,1300000,800000
8/23/2022,Beli Laptop Skripsi,14870000,10000,11310000,3560000
4/29/2022,Modal Nikah/Tunangan,85780000,-100000,27660000,58120000
3/3/2022,Bayar Kosan Tahunan,16660000,130000,2130000,14530000
3/28/2022,Beli Action Figure/Gunpla,1520000,250000,790000,730000
1/8/2022,Beli Magic Com & Dispenser,740000,620000,740000,0
1/21/2020,Tiket Konser K-Pop/Lokal,4620000,50000,2290000,2330000
9/4/2021,Rakit PC Gaming,10380000,20000,5330000,5050000
5/5/2020,Beli Meja Belajar Lipat,210000,190000,210000,0
3/6/2020,Beli Motor Bekas,9820000,160000,410000,9410000
6/27/2021,Dana Darurat,9720000,20000,750000,8970000
3/7/2022,Modal Usaha Thrift/F&B,11710000,60000,930000,10780000
10/15/2020,Kado Hari Ibu/Ultah Ortu,2010000,180000,1040000,970000
6/8/2020,Modal Nikah/Tunangan,15350000,900000,5950000,9400000
7/12/2021,Beli Laptop Skripsi,8240000,30000,7970000,270000
2/17/2022,Monitor External,2080000,1400000,1680000,400000
12/17/2020,,14340000,20000,10700000,3640000
5/5/2020,Dana Darurat,11370000,40000,40000,11330000
2/17/2021,Beli Motor Bekas,12310000,20000,2060000,10250000
3/4/2020,Perpanjang Pajak Kendaraan,310000,310000,310000,0
3/11/2022,Sewa Server/VPS Tahunan,2440000,20000,190000,2250000
7/2/2020,Beli iPad/Tablet Nugas,6220000,160000,4100000,2120000
3/9/2020,Nabung Bayar Utang/Pinjol,720000,100000,430000,290000
2/7/2022,Bayar UKT Semester Depan,3950000,20000,690000,3260000
7/21/2021,Beli Emas Antam,7830000,10000,1170000,6660000
12/12/2020,Beli iPad/Tablet Nugas,11250000,50000,6030000,5220000
1/31/2022,,970000,110000,560000,410000
2/20/2022,Tiket DWP / Pestapora,1370000,,580000,790000
8/1/2021,Upgrade HP Baru,13540000,260000,11030000,2510000
2/7/2022,Modal Skripsi & Jilid,1800000,90000,1190000,610000
9/10/2020,Monitor External,3460000,60000,160000,3300000
3/12/2021,Beli Game Steam/PS,780000,80000,310000,470000
12/25/2020,Modal Usaha Thrift/F&B,14340000,30000,11040000,3300000
3/17/2022,Kursus Bootcamp IT/Data Science,3490000,,1110000,2380000
2/23/2022,Beli Skincare/Makeup,730000,40000,710000,20000
8/20/2021,Modal Nikah/Tunangan,15510000,,9900000,5610000
11/24/2020,Dana Darurat,14150000,250000,2920000,11230000
9/26/2021,DP Motor Baru,3430000,80000,1770000,1660000
1/3/2020,Beli Motor Bekas,8210000,220000,220000,7990000
5/17/2021,Bayar Kosan Tahunan,7930000,300000,6260000,1670000
1/3/2022,Modal Nikah/Tunangan,87840000,,6900000,80940000
6/19/2021,Beli Helm Fullface/Cargloss,1170000,,590000,580000
7/7/2021,Beli iPad/Tablet Nugas,10440000,90000,9300000,1140000
2/17/2021,,1110000,70000,350000,760000
4/16/2022,Liburan ke Bali/Jogja,2180000,80000,980000,1200000
9/10/2020,Beli Motor Bekas,8740000,,1600000,7140000
11/7/2025,Modal Nikah/Tunangan,97510000,80000,85380000,12130000
3/15/2020,DP Motor Baru,4500000,30000,290000,4210000
1/20/2022,Perpanjang Pajak Kendaraan,780000,100000,370000,410000
3/25/2022,,24510000,500000,5370000,19140000
2/24/2022,Beli Sepeda Lipat/Fixie,3690000,80000,3500000,190000
7/10/2022,Modal Nikah/Tunangan,32780000,60000,9390000,23390000
12/9/2020,Kado Hari Ibu/Ultah Ortu,2460000,90000,240000,2220000
4/13/2022,Dana Darurat,12120000,80000,7690000,4430000
9/10/2020,Beli Game Steam/PS,1390000,40000,510000,880000
10/2/2024,Modal Nikah/Tunangan,85960000,180000,78450000,7510000
2/15/2022,Beli Kamera Analog/Mirrorless,7780000,290000,5260000,2520000
3/17/2022,Beli iPad/Tablet Nugas,8920000,50000,2740000,6180000
8/25/2020,Beli Emas Antam,8200000,,6470000,1730000
1/18/2020,Modal Skripsi & Jilid,1320000,40000,720000,600000
10/29/2020,Modal Usaha Thrift/F&B,14340000,260000,6960000,7380000
6/12/2020,Bayar Kosan Tahunan,13240000,30000,4690000,8550000
3/9/2022,Beli Skincare/Makeup,310000,60000,160000,150000
8/4/2020,Beli Emas Antam,6290000,,2860000,3430000
1/29/2022,Beli iPad/Tablet Nugas,10820000,100000,700000,10120000
11/14/2021,,740000,80000,360000,380000
9/1/2020,Beli Laptop Skripsi,6940000,2000000,3710000,3230000
2/14/2022,Beli Raket Badminton/Sepatu Futsal,570000,50000,170000,400000
3/6/2022,Nabung Bayar Utang/Pinjol,3570000,700000,2620000,950000
2/2/2021,Modal Nikah/Tunangan,85780000,60000,60000,85720000
11/12/2020,Nabung Bayar Utang/Pinjol,4550000,200000,3690000,860000
1/3/2020,Beli Kamera Analog/Mirrorless,7890000,40000,40000,7850000
8/18/2020,Dana Darurat,16270000,280000,15550000,720000
5/7/2022,Servis Turun Mesin,2840000,280000,2740000,100000
10/12/2021,Modal Nikah/Tunangan,85960000,90000,15110000,70850000
10/25/2020,Beli iPad/Tablet Nugas,11250000,70000,3960000,7290000
1/13/2021,Liburan ke Bali/Jogja,5050000,40000,3090000,1960000
6/2/2021,,1900000,1700000,1700000,200000
9/21/2021,,73480000,50000,7520000,65960000
6/3/2020,Upgrade HP Baru,8570000,,5730000,2840000
1/13/2021,Upgrade HP Baru,11180000,140000,5870000,5310000
1/28/2022,Beli Laptop Skripsi,6540000,10000,470000,6070000
5/2/2021,,1250000,1250000,1250000,0
6/26/2021,Dana Darurat,19490000,280000,7230000,12260000
2/7/2022,Modal Usaha Thrift/F&B,13760000,1400000,10730000,3030000
7/21/2020,Modal Nikah/Tunangan,15350000,10000,7420000,7930000
8/25/2024,Modal Nikah/Tunangan,97510000,600000,28530000,68980000
8/10/2020,Rakit PC Gaming,24690000,,2870000,21820000
1/28/2022,Beli Sepeda Lipat/Fixie,3690000,1100000,2430000,1260000
9/27/2020,Upgrade RAM & SSD,1990000,60000,1000000,990000
4/27/2022,Modal Usaha Thrift/F&B,11710000,90000,2060000,9650000
8/10/2020,Upgrade HP Baru,11520000,1700000,1880000,9640000
7/11/2024,Modal Nikah/Tunangan,85780000,30000,54950000,30830000
4/6/2021,Modal Nikah/Tunangan,85780000,90000,4230000,81550000
7/24/2022,Modal Nikah/Tunangan,85960000,60000,33660000,52300000
12/22/2022,Modal Nikah/Tunangan,87840000,,28320000,59520000
2/20/2021,Bayar Kosan Tahunan,7820000,20000,4760000,3060000
6/3/2022,Beli Laptop Skripsi,6540000,60000,6440000,100000
6/5/2024,Modal Nikah/Tunangan,89990000,1200000,36000000,53990000
1/9/2022,Beli Kipas Angin/AC Portable,1410000,,110000,1300000
4/12/2021,Modal Nikah/Tunangan,85960000,1000000,1710000,84250000
1/21/2022,Modal Nikah/Tunangan,85780000,20000,19870000,65910000
7/30/2021,,7120000,280000,1930000,5190000
1/11/2022,Beli TWS/Earphone,930000,50000,100000,830000
6/8/2021,Tiket DWP / Pestapora,2290000,40000,930000,1360000
3/22/2022,Beli Hewan Qurban,2860000,,720000,2140000
3/2/2022,Modal Usaha Thrift/F&B,5520000,70000,70000,5450000
6/11/2020,Upgrade RAM & SSD,610000,40000,80000,530000
1/24/2022,Langganan Gym,2440000,1200000,1890000,550000
1/22/2022,Rakit PC Gaming,21710000,1700000,17610000,4100000
10/16/2022,Modal Nikah/Tunangan,85780000,170000,36050000,49730000
3/13/2020,Beli Hewan Qurban,2730000,60000,1340000,1390000
5/1/2022,Rakit PC Gaming,21690000,80000,4290000,17400000
10/16/2021,Tiket DWP / Pestapora,1110000,90000,1110000,0
9/30/2024,Modal Nikah/Tunangan,45570000,90000,41520000,4050000
12/1/2022,Modal Nikah/Tunangan,45570000,180000,24180000,21390000
8/18/2021,Modal Nikah/Tunangan,73480000,100000,6800000,66680000
4/14/2021,Outfit Wisuda/Kondangan,550000,380000,550000,0
1/29/2021,Kado Ultah Pacar,500000,200000,500000,0
4/9/2020,Beli Motor Bekas,9820000,1000000,2350000,7470000
6/5/2021,Traktir Temen Sidang/Wisuda,270000,100000,100000,170000
9/23/2021,Dana Darurat,14380000,220000,8600000,5780000
4/5/2022,Beli Emas Antam,8800000,250000,5970000,2830000
3/8/2021,Rakit PC Gaming,18880000,60000,17670000,1210000
5/28/2022,Beli Emas Antam,8800000,240000,8800000,0
11/15/2020,Sewa Server/VPS Tahunan,1740000,170000,290000,1450000
8/13/2021,Bayar UKT Semester Depan,7500000,20000,120000,7380000
12/30/2020,Rakit PC Gaming,14090000,230000,9500000,4590000
11/9/2021,Beli Domain & Hosting,740000,210000,280000,460000
12/8/2021,Dana Darurat,13410000,20000,2740000,10670000
2/28/2022,Modal Nikah/Tunangan,97510000,,1700000,95810000
11/3/2020,Monitor External,2870000,20000,20000,2850000
11/3/2020,Beli iPad/Tablet Nugas,11250000,400000,4440000,6810000
11/3/2020,Beli Kamera Analog/Mirrorless,4190000,50000,4190000,0
3/15/2022,Modal Usaha Thrift/F&B,8720000,190000,660000,8060000
2/6/2022,Beli Emas Antam,3970000,1300000,1370000,2600000
4/17/2024,Modal Nikah/Tunangan,89990000,140000,58990000,31000000
3/7/2022,Beli Kipas Angin/AC Portable,1020000,60000,60000,960000
7/5/2021,Beli Magic Com & Dispenser,330000,80000,80000,250000
3/2/2022,,1860000,70000,1380000,480000
10/7/2021,Bayar UKT Semester Depan,7500000,50000,1300000,6200000
4/6/2020,Beli Motor Bekas,9560000,1800000,1800000,7760000
2/11/2020,Beli Meja Belajar Lipat,180000,10000,140000,40000
11/22/2020,Langganan Gym,2180000,150000,730000,1450000
8/18/2021,Monitor External,1330000,10000,870000,460000
1/22/2021,Beli Emas Antam,5950000,20000,410000,5540000
8/5/2021,Beli Raket Badminton/Sepatu Futsal,570000,120000,120000,450000
11/27/2021,Langganan Gym,670000,40000,410000,260000
8/19/2020,,6570000,70000,2410000,4160000
3/23/2022,Monitor External,3700000,60000,2080000,1620000
2/14/2025,Modal Nikah/Tunangan,93000000,100000,77460000,15540000
2/26/2022,Beli Kamera Analog/Mirrorless,2820000,1400000,2370000,450000
3/14/2022,Beli Laptop Skripsi,14870000,40000,240000,14630000
4/1/2022,Servis Turun Mesin,2840000,20000,1080000,1760000
4/16/2022,Beli iPad/Tablet Nugas,10200000,1400000,4400000,5800000
5/17/2020,Servis Turun Mesin,1600000,1200000,1600000,0
1/14/2021,Langganan Netflix/Spotify Tahunan,510000,250000,510000,0
2/15/2022,Beli Kamera Analog/Mirrorless,6510000,80000,2480000,4030000
1/2/2021,,14340000,50000,12990000,1350000
12/28/2022,Modal Nikah/Tunangan,97510000,90000,11760000,85750000
1/21/2024,Modal Nikah/Tunangan,97510000,250000,38110000,59400000
4/29/2022,Beli Emas Antam,9690000,99999999,7200000,2490000
7/23/2022,Bayar Kosan Tahunan,15130000,120000,11310000,3820000
3/23/2024,Modal Nikah/Tunangan,65260000,270000,51780000,13480000
4/19/2020,Naik Gunung (Semeru/Rinjani),2100000,1270000,2100000,0
2/10/2021,Beli TWS/Earphone,1750000,240000,440000,1310000
2/3/2022,Beli Kamera Analog/Mirrorless,8540000,1600000,1600000,6940000
7/22/2022,Modal Nikah/Tunangan,89990000,140000,9380000,80610000
5/28/2022,Bayar Kosan Tahunan,15130000,10000,5910000,9220000
10/13/2024,Modal Nikah/Tunangan,87840000,50000,66200000,21640000
9/28/2021,Bayar UKT Semester Depan,7500000,140000,860000,6640000
12/23/2021,Beli Parfum Lokal,440000,220000,380000,60000
6/8/2020,Kursus Bootcamp IT/Data Science,7180000,80000,3300000,3880000
8/4/2021,Modif Motor/Ganti Knalpot,1700000,70000,950000,750000
11/15/2020,Kado Hari Ibu/Ultah Ortu,2010000,,1870000,140000
10/6/2020,Beli Emas Antam,6100000,90000,690000,5410000
4/21/2022,Monitor External,2620000,40000,2570000,50000
1/14/2020,Outfit Wisuda/Kondangan,1390000,20000,730000,660000
6/22/2021,Kado Hari Ibu/Ultah Ortu,850000,,610000,240000
11/7/2021,Beli iPad/Tablet Nugas,8520000,99999999,50000,8470000
3/10/2022,Beli Hewan Qurban,3790000,40000,300000,3490000
4/4/2020,Naik Gunung (Semeru/Rinjani),2100000,50000,470000,1630000
9/18/2020,Rakit PC Gaming,24690000,70000,6020000,18670000
4/1/2024,Modal Nikah/Tunangan,89990000,300000,28380000,61610000
9/12/2021,Rakit PC Gaming,21710000,240000,9570000,12140000
4/11/2024,Modal Nikah/Tunangan,65260000,70000,52620000,12640000
9/12/2022,Modal Nikah/Tunangan,87840000,-100000,23060000,64780000
9/21/2021,Beli Motor Bekas,14520000,270000,13620000,900000
4/6/2020,,2170000,160000,2170000,0
4/6/2022,Beli Hewan Qurban,4020000,,620000,3400000
4/5/2021,Kado Hari Ibu/Ultah Ortu,2470000,100000,100000,2370000
1/7/2022,Beli iPad/Tablet Nugas,8240000,80000,140000,8100000
2/4/2022,Top Up Game (MLBB/Genshin/Valo),550000,120000,120000,430000
4/17/2022,Beli iPad/Tablet Nugas,10200000,60000,4460000,5740000
5/12/2021,Kado Hari Ibu/Ultah Ortu,2490000,50000,450000,2040000
9/6/2022,Modal Nikah/Tunangan,32780000,20000,14030000,18750000
6/26/2021,,5910000,100000,680000,5230000
10/29/2024,Modal Nikah/Tunangan,65260000,1500000,41720000,23540000
1/17/2021,Beli iPad/Tablet Nugas,6240000,400000,4460000,1780000
8/17/2020,Beli Laptop Skripsi,14420000,280000,13620000,800000
5/30/2021,Beli Motor Bekas,12310000,180000,9420000,2890000
6/20/2020,Beli Motor Bekas,12800000,900000,12170000,630000
